Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A553NYW9,58,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A6H5IA64,58,,Uncharacterized protein,Trichogramma brassicae,86971,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A3P7MGU8,47,,Homeobox domain-containing protein,Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum),60516,DNA binding,nan,Nucleus
B3S6L5,58,6757003,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A177B7B5,58,,LIM homeobox protein 9,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
T1JUG1,57,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A0C2H9G6,58,,Homeobox domain protein,Ancylostoma duodenale,51022,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A183IHS6,58,,Uncharacterized protein,Soboliphyme baturini,241478,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A0V0XST5,58,,Mechanosensory protein 3,Trichinella pseudospiralis (Parasitic roundworm),6337,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A158QP88,58,,Uncharacterized protein,Haemonchus placei (Barber's pole worm),6290,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A5B7K8B9,53,,LIM/homeobox protein Lhx3,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,DNA binding,nan,Nucleus
B3RNV9,58,6750579,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A0R3W9A5,58,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, metal ion binding",nan,Nucleus
A0A4S2L8C6,58,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A4E0QXH4,58,,Homeobox domain-containing protein,Fasciola hepatica (Liver fluke),6192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5K4EU14,58,,"Lim homeobox protein, putative",Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A6A4J7P5,58,,Homeobox domain-containing protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1GV64,58,,Uncharacterized protein,Megaselia scalaris (Humpbacked fly) (Phora scalaris),36166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
F6NUH5,58,,"LIM homeobox transcription factor 1, alpha",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1KH00,58,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
T1HRJ0,58,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A6J8AXB1,58,,LMX1,Mytilus coruscus (Sea mussel),42192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A6J8AWI0,58,,LMX1,Mytilus coruscus (Sea mussel),42192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
R7TPZ8,58,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A1D1VCA8,58,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A183IGD8,58,,Uncharacterized protein,Soboliphyme baturini,241478,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
Q4H389,58,778668,Transcription factor protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1GUP4,52,,Uncharacterized protein,Megaselia scalaris (Humpbacked fly) (Phora scalaris),36166,"DNA binding, metal ion binding",nan,Nucleus
A0A0N4UYL4,58,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A2G9V1T9,58,,Homeobox domain protein,Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta),45464,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0USS1,58,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A4U5NFV0,58,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
G4RV72,58,180459,LIM domain family,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","axonogenesis, defecation, foraging behavior, gamma-aminobutyric acid biosynthetic process, negative regulation of gene expression, neuron differentiation, positive regulation of gene expression, regulation of gene expression, regulation of transcription by RNA polymerase II, uterus morphogenesis",Nucleus
A0A3P6P0N1,57,,Uncharacterized protein,Anisakis simplex (Herring worm),6269,"DNA binding, metal ion binding",nan,Nucleus
A0A2B4S3W4,58,,LIM homeobox transcription factor 1-beta,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A5J4NK93,58,,LIM homeobox transcription factor 1,Paragonimus westermani,34504,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5K4F9S6,58,,Uncharacterized protein,Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",intracellular signal transduction,Nucleus
Q5EVH9,58,,Lmx-b,Oikopleura dioica (Tunicate),34765,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A1J1J6Z9,49,,"CLUMA_CG019470, isoform A",Clunio marinus,568069,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A183ST15,58,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A3M7Q9H1,58,,LIM homeobox transcription factor 1-beta isoform X1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A267EXC5,58,,Homeobox domain-containing protein,Macrostomum lignano,282301,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R7U2A3,57,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A1X7ULH0,57,100633432,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A177AZ73,53,,Uncharacterized protein,Intoshia linei,1819745,"DNA binding, metal ion binding",nan,Nucleus
A0A177B847,58,,LIM domain only protein 1,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A177B3D0,58,,Homeobox domain-containing protein,Intoshia linei,1819745,DNA binding,nan,Nucleus
F5HJY4,57,1272369,AGAP000779-PB,Anopheles gambiae (African malaria mosquito),7165,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4C1YYY5,57,,Zinc finger protein 1,Eumeta variegata (Bagworm moth) (Eumeta japonica),151549,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1J1J3C6,57,,"CLUMA_CG019092, isoform A",Clunio marinus,568069,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
B4R298,57,,GD21545,Drosophila simulans (Fruit fly),7240,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6J1SR70,57,,zinc finger protein 1,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
D6X479,57,,Uncharacterized protein,Tribolium castaneum (Red flour beetle),7070,DNA binding,nan,Nucleus
A0A0T6BB70,57,,Homeobox domain-containing protein,Oryctes borbonicus,1629725,DNA binding,nan,Nucleus
E0V9Q0,57,8233785,"Zinc finger protein, putative",Pediculus humanus subsp. corporis (Body louse),121224,DNA binding,nan,Nucleus
A0A2P8ZK99,57,,Uncharacterized protein,Blattella germanica (German cockroach) (Blatta germanica),6973,DNA binding,nan,Nucleus
T1HZC3,57,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,DNA binding,nan,Nucleus
A0A482XRL1,57,,Uncharacterized protein,Laodelphax striatellus (Small brown planthopper) (Delphax striatella),195883,DNA binding,nan,Nucleus
A0A6H5GAF9,57,,Uncharacterized protein,Nesidiocoris tenuis,355587,DNA binding,nan,Nucleus
A0A3Q0J2U4,57,,zinc finger E-box-binding homeobox protein zag-1,Diaphorina citri (Asian citrus psyllid),121845,DNA binding,nan,Nucleus
X1WJD9,57,100167266,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,DNA binding,nan,Nucleus
A0A6A4JDB0,57,,Uncharacterized protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,DNA binding,nan,Nucleus
A0A5B7D9V4,57,,Zinc finger E-box-binding homeobox protein zag-1,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,DNA binding,nan,Nucleus
A0A3R7NNH7,57,,Uncharacterized protein,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,DNA binding,nan,Nucleus
A0A5N5SXK5,57,,Zinc finger E-box-binding homeobox protein zag-1,Armadillidium nasatum,96803,DNA binding,nan,Nucleus
A0A6H5IZK5,57,,Uncharacterized protein,Trichogramma brassicae,86971,DNA binding,nan,Nucleus
A0A158NP12,57,105622461,Uncharacterized protein,Atta cephalotes (Leafcutter ant),12957,DNA binding,nan,Nucleus
A0A210QBE1,57,,Zinc finger E-box-binding homeobox protein zag-1,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,DNA binding,nan,Nucleus
A0A6J8D474,57,,ZEB2,Mytilus coruscus (Sea mussel),42192,DNA binding,nan,Nucleus
A0A0L8I9C6,57,,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,DNA binding,nan,Nucleus
V4BFH7,57,20240293,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,nan,Nucleus
A0A1S3H207,57,106151450,zinc finger protein 1 isoform X4,Lingula unguis,7574,DNA binding,nan,Nucleus
A0A553NT31,57,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,DNA binding,nan,Nucleus
A0A553NV89,57,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,DNA binding,nan,Nucleus
A0A1D2NHY7,57,,Zinc finger E-box-binding homeobox protein zag-1,Orchesella cincta (Springtail),48709,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1JG32,57,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,DNA binding,nan,Nucleus
A0A1Y3BNC6,57,,Zinc-finger double domain containing protein,Euroglyphus maynei (Mayne's house dust mite),6958,DNA binding,nan,Nucleus
E9GMV9,57,,Putative zinc finger E-box-binding homeobox 2,Daphnia pulex (Water flea),6669,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
H9IZ66,57,,Uncharacterized protein,Bombyx mori (Silk moth),7091,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0UU55,57,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G9TXW7,57,,"Zinc finger, C2H2 type",Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta),45464,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
H3E9J1,57,,Zag-1,Pristionchus pacificus (Parasitic nematode),54126,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
A0A077YWL4,56,,Zinc finger protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D1UH28,55,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
