Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A3M7QAB5,58,,Homeobox goosecoid,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,nan,Nucleus
A0A6J7ZYC1,58,,RAX,Mytilus coruscus (Sea mussel),42192,DNA binding,nan,Nucleus
A0A210R462,58,,Dorsal root ganglia homeobox protein,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,DNA binding,nan,Nucleus
A0A0H5SCA4,57,6103037,BMA-CEH-53,Brugia malayi (Filarial nematode worm),6279,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A7SCD2,58,5510253,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2B4SJT0,58,,Retinal homeobox protein Rx1,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A7SVX4,53,5503139,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,DNA binding,nan,Nucleus
A0A0N4U3W5,58,,Homeobox domain-containing protein,Dracunculus medinensis (Guinea worm),318479,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C2GXN7,58,,Homeobox domain protein,Ancylostoma duodenale,51022,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B2VKT3,58,,Visual system homeobox 1,Toxocara canis (Canine roundworm),6265,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
H3F939,58,,Dsc-1,Pristionchus pacificus (Parasitic nematode),54126,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q93246,58,181599,Homeobox protein dsc-1,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","cell differentiation, positive regulation of defecation rhythm, regulation of transcription, DNA-templated, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A183DI93,46,,Homeobox domain-containing protein,Gongylonema pulchrum,637853,DNA binding,nan,Nucleus
A0A183SCY0,55,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A444V4W6,58,,Homeobox protein NOBOX,Acipenser ruthenus (Sterlet sturgeon),7906,"DNA binding, DNA-binding transcription factor activity",regulation of transcription by RNA polymerase II,Nucleus
D3ZXL8,58,502759,NOBOX oogenesis homeobox,Rattus norvegicus (Rat),10116,"DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding","ovarian follicle development, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
B7PAX3,56,,"Retinal homeobox protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"adenosine deaminase activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II",Nucleus
C3Y1P5,58,,Retinal homeobox protein-like protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A6G0V3L5,45,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0V3L5,57,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
H3FYA6,57,,Homeobox domain-containing protein,Pristionchus pacificus (Parasitic nematode),54126,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U5NJ33,58,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A553PL24,53,,Homeobox domain-containing protein,Tigriopus californicus (Marine copepod),6832,DNA binding,nan,Nucleus
A0A2B4RTC6,58,,DNA topoisomerase,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA topoisomerase type I (single strand cut, ATP-independent) activity, zinc ion binding",DNA topological change,Nucleus
T1IUP7,46,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A4Z2ELU4,47,,Diencephalon/mesencephalon homeobox protein 1-B,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
M7B5X4,46,,Phospholipid-transporting ATPase,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"ATPase-coupled intramembrane lipid transporter activity, ATP binding, DNA binding, magnesium ion binding",phospholipid transport,"Nucleus, Other locations"
W4XLT6,46,,Uncharacterized protein,,,nan,nan,nan
A0A183TAT7,47,,Homeobox domain-containing protein,Schistocephalus solidus (Tapeworm),70667,DNA binding,nan,Nucleus
A0A177AQH0,47,,Homeobox domain-containing protein,Intoshia linei,1819745,DNA binding,nan,Nucleus
A0A444UNY9,41,,DNA excision repair protein ERCC-6,Acipenser ruthenus (Sterlet sturgeon),7906,"ATP binding, chemokine activity, DNA binding, hydrolase activity, nucleosome-dependent ATPase activity","defense response, immune response","Extracellular region or secreted, Nucleus"
A0A177B2T2,46,,Homeobox domain-containing protein,Intoshia linei,1819745,DNA binding,nan,Nucleus
A0A0V0YJ92,58,,Visual system homeobox 1,Trichinella pseudospiralis (Parasitic roundworm),6337,DNA binding,nan,Nucleus
R7TNC9,58,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E4X8Z0,58,,Homeobox domain-containing protein,Oikopleura dioica (Tunicate),34765,DNA binding,nan,Nucleus
A0A0N4WAJ6,53,,Homeobox domain-containing protein,Haemonchus placei (Barber's pole worm),6290,DNA binding,nan,Nucleus
A0A3M7RCC2,58,,ALX homeobox 1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,nan,Nucleus
A0A3M7T081,58,,Paired box Pax-3 isoform X2,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,"multicellular organism development, regulation of transcription, DNA-templated",Nucleus
A0A443QFT6,59,,Intestine-specific homeobox-like protein,Dinothrombium tinctorium,1965070,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0UKT9,58,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A077Z1R7,58,,Protein gooseberry neuro,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F1R840,57,,Paired box 4,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, endocrine pancreas development, glucose homeostasis, pancreas regeneration, regulation of transcription by RNA polymerase II",Nucleus
A0A4Z2GT46,47,,Paired box protein Pax-4,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,"multicellular organism development, regulation of transcription, DNA-templated",Nucleus
A6PW38,52,,Reproductive homeobox 7B,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
Q4TU75,57,503423,Reproductive homeobox 8,Rattus norvegicus (Rat),10116,DNA binding,"regulation of gene expression, spermatogenesis",Nucleus
W4YJ68,58,,Uncharacterized protein,,,nan,nan,nan
A0A3M7Q6G1,46,,Homeobox orthopedia,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,"regulation of transcription, DNA-templated",Nucleus
V8P0V0,58,,Short stature homeobox protein,Ophiophagus hannah (King cobra) (Naja hannah),8665,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1KFM6,50,,Homeobox domain-containing protein,Tetranychus urticae (Two-spotted spider mite),32264,DNA binding,nan,Nucleus
A0A177BCJ8,45,,Homeobox domain-containing protein,Intoshia linei,1819745,DNA binding,nan,Nucleus
R7V0E8,58,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,DNA binding,nan,Nucleus
